run,task,method,model,num_samples,llm_calls,best_score,best_sample_order,breakthrough_count,breakthrough_rate_w10,first_breakthrough_window,last_breakthrough_window,n_windows,best_update_event_count,strict_fitness_event_count,tie_shorter_count,unclassified_best_update_count,lrr,mean_delta,mean_pcd,n_edges,avg_novelty,init_novelty,mean_h_spatial,mean_h_fitness,operator_mix
20260712_021957,cvrp_aco,mcts_ahd,qwen3.6-27b-awq,1000,2099,-8.505311193291963,910,21,0.15,1.0,91.0,100,0,0,0,0,0.29791894852135814,-0.6531957810853973,0.19244273699850134,913,0.1323758480606686,0.17150743751694048,2.2307456194075264,2.2304184517765915,"{""i1"": 1, ""e1"": 29, ""e2"": 182, ""m1"": 297, ""m2"": 297, ""s1"": 136}"
20260726_111852_obp_mctsahd_rep1,online_bin_packing,mcts_ahd,Qwen3.6-27B,1000,2026,-727.0,580,4,0.04,3.0,58.0,100,0,0,0,0,0.28008519701810436,-126.6762513312034,0.21987171571806588,939,0.1323541790621178,0.14219764037104238,2.2799596887107016,2.2799670354676014,"{""i1"": 1, ""e1"": 47, ""e2"": 180, ""m1"": 313, ""m2"": 312, ""s1"": 134}"
20260726_111852_obp_mctsahd_rep2,online_bin_packing,mcts_ahd,Qwen3.6-27B,1000,2011,-726.75,971,7,0.06,6.0,98.0,100,0,0,0,0,0.3184238551650692,-106.09478168264111,0.2680144907804808,939,0.1692966616188391,0.12774931528078945,2.280929614422546,2.28093768669292,"{""i1"": 1, ""e1"": 46, ""e2"": 176, ""m1"": 316, ""m2"": 315, ""s1"": 132}"
20260726_111852_obp_mctsahd_rep3,online_bin_packing,mcts_ahd,Qwen3.6-27B,1000,2019,-725.5,797,8,0.08,11.0,80.0,100,0,0,0,0,0.2152046783625731,-112.0093567251462,0.1941574296615898,855,0.11667051381691876,0.08207284477139502,2.283612390488373,2.2827365127097723,"{""i1"": 1, ""e1"": 138, ""e2"": 166, ""m1"": 283, ""m2"": 282, ""s1"": 123}"
20260725_104402_opaco_mctsahd_rep1,op_aco,mcts_ahd,Qwen3.6-27B,1000,2043,14.851999999999999,911,9,0.09,1.0,92.0,100,0,0,0,0,0.20230607966457023,-1.0025576519916142,0.10708350250282016,954,0.07079993262192873,0.11372932715348637,2.2780001764798734,2.2764238105852415,"{""i1"": 1, ""e1"": 32, ""e2"": 197, ""m1"": 308, ""m2"": 306, ""s1"": 143}"
20260725_104402_opaco_mctsahd_rep2,op_aco,mcts_ahd,Qwen3.6-27B,1000,2054,14.907999999999998,452,10,0.08,1.0,46.0,100,0,0,0,0,0.19915700737618547,-0.7994035827186509,0.1765648548550931,949,0.1209416966807177,0.1272032917061367,2.27434622874217,2.27343133644368,"{""i1"": 1, ""e1"": 30, ""e2"": 202, ""m1"": 302, ""m2"": 302, ""s1"": 143}"
20260725_104402_opaco_mctsahd_rep3,op_aco,mcts_ahd,Qwen3.6-27B,1000,2050,14.776000000000002,454,12,0.11,1.0,46.0,100,0,0,0,0,0.1930960086299892,-1.1789492988133765,0.10383690401357717,927,0.06841308650441079,0.1350982644342328,2.2450998966173286,2.2420835570914046,"{""i1"": 1, ""e1"": 34, ""e2"": 185, ""m1"": 302, ""m2"": 301, ""s1"": 139}"
20260709_213505,tsp_construct,mcts_ahd,qwen3.6-27b-awq,1000,2069,-6.245046936508112,960,10,0.08,1.0,96.0,100,0,0,0,0,0.238403451995685,-1.5649664096933182,0.2553995651890197,927,0.21118364182004273,0.14122611671340385,2.251113821914863,2.250772583678875,"{""i1"": 1, ""e1"": 30, ""e2"": 195, ""m1"": 301, ""m2"": 300, ""s1"": 131}"
20260709_213507,tsp_construct,mcts_ahd,qwen3.6-27b-awq,1000,2060,-6.291167317523522,816,8,0.07,1.0,82.0,100,0,0,0,0,0.25556733828207845,-1.2196155429618571,0.19889084638055576,943,0.16128802241488183,0.18567106530557995,2.2641893139514155,2.2637833088540114,"{""i1"": 1, ""e1"": 30, ""e2"": 190, ""m1"": 310, ""m2"": 309, ""s1"": 134}"
20260709_213510,tsp_construct,mcts_ahd,qwen3.6-27b-awq,1000,2068,-6.091060868244764,736,14,0.13,1.0,74.0,100,0,0,0,0,0.2978959025470653,-1.336438172917472,0.25363534162478907,903,0.1986172490320345,0.14870142746564716,2.223200213896179,2.222959899479507,"{""i1"": 1, ""e1"": 29, ""e2"": 177, ""m1"": 299, ""m2"": 300, ""s1"": 127}"
eoh_paper_20260729_2350_cvrp_eoh_rep1,cvrp_aco,eoh,/home/fzy/models/Qwen3.6-27B-NVFP4,1019,1097,-8.89077399898918,954,14,0.10784313725490197,1.0,96.0,102,0,0,0,0,,,,0,0.10276477710229422,0.24258998907500123,2.294136185760129,2.294001771367561,"{""i1"": 19, ""m2"": 517, ""e2"": 528, ""m1"": 529, ""e1"": 503}"
eoh_paper_20260729_2350_cvrp_eoh_rep2,cvrp_aco,eoh,qwen3.6-27b-awq,1019,1060,-8.817398099681586,515,16,0.12745098039215685,1.0,52.0,102,0,0,0,0,,,,0,0.10611316296210098,0.24141381063264414,2.2912170046937788,2.2903546674153765,"{""i1"": 19, ""e1"": 467, ""m2"": 534, ""e2"": 504, ""m1"": 535}"
eoh_paper_20260729_2350_cvrp_eoh_rep3,cvrp_aco,eoh,/home/fzy/models/Qwen3.6-27B-NVFP4,1018,1071,-8.85231050237547,1010,12,0.10784313725490197,1.0,101.0,102,0,0,0,0,,,,0,0.14296180000045597,0.22608267889631226,2.296994828717537,2.296592898938096,"{""i1"": 18, ""m2"": 520, ""e1"": 508, ""m1"": 520, ""e2"": 503}"
eoh_paper_20260729_2350_obp_eoh_rep1_retry,online_bin_packing,eoh,Qwen3.6-27B,2040,2059,-727.5,1943,4,0.0196078431372549,5.0,195.0,204,0,0,0,0,,,,0,0.09619161560702781,0.11392133588989935,2.294641019611221,2.294363241998344,"{""i1"": 40, ""m2"": 1035, ""e2"": 1016, ""m1"": 989, ""e1"": 979}"
eoh_paper_20260729_2350_obp_eoh_rep2,online_bin_packing,eoh,qwen3.6-27b-awq,2039,2049,-744.5,1,0,0.0,,,204,0,0,0,0,,,,0,0.023993223802919926,0.1225008883061624,2.2873498373856855,2.287778967530596,"{""i1"": 39, ""e1"": 965, ""m2"": 999, ""e2"": 991, ""m1"": 1054}"
eoh_paper_20260729_2350_obp_eoh_rep3,online_bin_packing,eoh,/home/fzy/models/Qwen3.6-27B-NVFP4,2040,2044,-726.25,1845,19,0.08823529411764706,9.0,185.0,204,0,0,0,0,,,,0,0.09730091813804351,0.13704982474403246,2.2963325234408978,2.2962592996518985,"{""i1"": 40, ""m2"": 994, ""e1"": 979, ""m1"": 1036, ""e2"": 995}"
eoh_paper_20260729_2350_op_eoh_rep1,op_aco,eoh,qwen3.6-27b-awq,1019,1038,14.597999999999999,182,8,0.06862745098039216,1.0,19.0,102,0,0,0,0,,,,0,0.04654004530646763,0.1409481833443854,2.292523953891766,2.292207366897494,"{""i1"": 19, ""m2"": 490, ""e2"": 518, ""m1"": 510, ""e1"": 500}"
eoh_paper_20260729_2350_op_eoh_rep2,op_aco,eoh,/home/fzy/models/Qwen3.6-27B-NVFP4,1016,1040,14.728000000000003,879,13,0.10784313725490197,1.0,88.0,102,0,0,0,0,,,,0,0.05981517862155188,0.16928429975866865,2.289319046639727,2.2885838986696734,"{""i1"": 16, ""m2"": 528, ""e2"": 498, ""m1"": 536, ""e1"": 458}"
eoh_paper_20260729_2350_op_eoh_rep3,op_aco,eoh,qwen3.6-27b-awq,1019,1029,14.889999999999997,368,13,0.08823529411764706,1.0,37.0,102,0,0,0,0,,,,0,0.03591502840662063,0.15464675914433856,2.2895697895436578,2.2880582623047405,"{""i1"": 19, ""m2"": 503, ""e1"": 497, ""m1"": 514, ""e2"": 495}"
eoh_paper_20260729_2350_tsp_eoh_rep1,tsp_construct,eoh,/home/fzy/models/Qwen3.6-27B-NVFP4,1019,1048,-6.245585385406679,829,6,0.058823529411764705,1.0,83.0,102,0,0,0,0,,,,0,0.165323220429005,0.3015368691693189,2.2969114398014057,2.296732999067152,"{""i1"": 19, ""m2"": 489, ""e2"": 521, ""m1"": 517, ""e1"": 501}"
eoh_paper_20260729_2350_tsp_eoh_rep2,tsp_construct,eoh,/home/fzy/models/Qwen3.6-27B-NVFP4,1018,1073,-6.035223124101573,917,22,0.17647058823529413,1.0,92.0,102,0,0,0,0,,,,0,0.14819089894122653,0.2998446468646563,2.2885919479213532,2.2877143808193052,"{""i1"": 18, ""e1"": 476, ""m2"": 532, ""e2"": 500, ""m1"": 545}"
eoh_paper_20260729_2350_tsp_eoh_rep3,tsp_construct,eoh,qwen3.6-27b-awq,1020,1042,-6.269162598891374,669,6,0.049019607843137254,1.0,67.0,102,0,0,0,0,,,,0,0.12776559031424814,0.24194859909652047,2.2959717299854026,2.29577583911407,"{""i1"": 20, ""m2"": 505, ""e1"": 503, ""m1"": 523, ""e2"": 491}"
fair1000_20260730_1755_cvrp_reevo_rep1,cvrp_aco,reevo,/home/fzy/models/Qwen3.6-27B-NVFP4,998,1713,-8.744202236928938,662,20,0.16,1.0,67.0,100,0,0,0,0,,,,0,0.019013676340101142,0.2952549441373727,2.254451915026507,2.25223420320846,"{""init"": 28, ""crossover"": 649, ""mutation"": 320}"
fair1000_20260730_1755_cvrp_reevo_rep2,cvrp_aco,reevo,/home/fzy/models/Qwen3.6-27B-NVFP4,999,1713,-9.377394514252405,936,15,0.13,1.0,94.0,100,0,0,0,0,,,,0,0.02323180920045006,0.24930241357701244,2.2667040771498774,2.2654604917328434,"{""init"": 29, ""crossover"": 649, ""mutation"": 320}"
fair1000_20260730_1755_cvrp_reevo_rep3,cvrp_aco,reevo,/home/fzy/models/Qwen3.6-27B-NVFP4,995,1713,-9.486610787597181,571,7,0.07,1.0,58.0,100,0,0,0,0,,,,0,0.026858276322511556,0.24682060216206198,2.2514702741397112,2.2510268765038286,"{""init"": 26, ""crossover"": 649, ""mutation"": 319}"
fair1000_20260730_1755_obp_reevo_rep1_retry7,online_bin_packing,reevo,/home/fzy/models/Qwen3.6-27B-NVFP4,997,1713,-744.5,1,0,0.0,,,100,0,0,0,0,,,,0,0.06690652777526553,0.15762126099037463,2.2891629994427287,2.289039018835868,"{""init"": 28, ""crossover"": 648, ""mutation"": 320}"
fair1000_20260730_1755_obp_reevo_rep2_retry7,online_bin_packing,reevo,/home/fzy/models/Qwen3.6-27B-NVFP4,998,1713,-744.5,1,0,0.0,,,100,0,0,0,0,,,,0,0.03886621870292009,0.14494491269690837,2.2871996520996714,2.2872826184729442,"{""init"": 30, ""crossover"": 647, ""mutation"": 320}"
fair1000_20260730_1755_obp_reevo_rep3,online_bin_packing,reevo,/home/fzy/models/Qwen3.6-27B-NVFP4,994,1713,-728.75,973,4,0.04,3.0,98.0,100,0,0,0,0,,,,0,0.10915495676533483,0.1390750558684635,2.280024167634646,2.2797990986587124,"{""init"": 25, ""crossover"": 648, ""mutation"": 320}"
fair1000_20260730_1755_op_reevo_rep1,op_aco,reevo,/home/fzy/models/Qwen3.6-27B-NVFP4,999,1713,14.416,926,10,0.09,1.0,93.0,100,0,0,0,0,,,,0,0.026818661845179642,0.18492428609330097,2.2624987721015355,2.2618245066067884,"{""init"": 29, ""crossover"": 649, ""mutation"": 320}"
fair1000_20260730_1755_op_reevo_rep2,op_aco,reevo,Qwen3.6-27B,1000,1713,14.844,973,15,0.12,1.0,98.0,100,0,0,0,0,,,,0,0.012457439675985626,0.19367987640686976,2.259360431603819,2.2588969614457777,"{""init"": 30, ""crossover"": 649, ""mutation"": 320}"
fair1000_20260730_1755_op_reevo_rep3_retry4,op_aco,reevo,/home/fzy/models/Qwen3.6-27B-NVFP4,998,1713,14.118,965,9,0.09,1.0,97.0,100,0,0,0,0,,,,0,0.023344394662034248,0.17695084986031467,2.281715087101864,2.2815068745515132,"{""init"": 29, ""crossover"": 649, ""mutation"": 319}"
