run,task,method,window,n_nodes,mean_novelty,h_spatial,h_fitness,breakthrough
20260723_204526_cvrp_v4_rep1,cvrp_aco,version4,90,10,0.05928047335041188,2.2968599975190975,2.2968505105046844,0
20260723_204526_cvrp_v4_rep1,cvrp_aco,version4,91,9,0.03929578632917133,2.1846000628390203,2.1845980624042087,0
20260723_204526_cvrp_v4_rep1,cvrp_aco,version4,92,10,0.05622101693105106,2.290279877457546,2.2904413659018545,0
20260723_204526_cvrp_v4_rep1,cvrp_aco,version4,93,10,0.04031228875573903,2.297866254212713,2.2978497141936884,0
20260723_204526_cvrp_v4_rep1,cvrp_aco,version4,94,9,0.03708010015447873,2.185683756749854,2.1857273759177938,0
20260723_204526_cvrp_v4_rep1,cvrp_aco,version4,95,8,0.07875400242785482,2.0729332601885115,2.0729235921882636,0
20260723_204526_cvrp_v4_rep1,cvrp_aco,version4,96,8,0.046125887980712654,2.0691377045833796,2.069128635583681,0
20260723_204526_cvrp_v4_rep1,cvrp_aco,version4,97,9,0.04559160881198546,2.1938016807938854,2.1938069528535795,1
20260723_204526_cvrp_v4_rep1,cvrp_aco,version4,98,10,0.041799354237088124,2.291200151926322,2.2910195843735517,0
20260723_204526_cvrp_v4_rep1,cvrp_aco,version4,99,9,0.05544278217773275,2.1911169851432915,2.1910672055145306,0
20260723_204526_cvrp_v4_rep1,cvrp_aco,version4,100,10,0.045683242308990096,2.30189566590876,2.3019036119673157,0
20260723_204526_cvrp_v4_rep2,cvrp_aco,version4,1,7,0.3583650845585789,1.9429362060516033,1.9438525590846254,1
20260723_204526_cvrp_v4_rep2,cvrp_aco,version4,2,9,0.2773973391496571,2.192632177304631,2.1928588280251327,0
20260723_204526_cvrp_v4_rep2,cvrp_aco,version4,3,9,0.32069081478409855,2.1944722702456496,2.1935969663489208,0
20260723_204526_cvrp_v4_rep2,cvrp_aco,version4,4,9,0.1675877958649656,2.1935691338535146,2.194290934414461,1
20260723_204526_cvrp_v4_rep2,cvrp_aco,version4,5,10,0.17783864048309367,2.2988024855822204,2.298639314755733,1
20260723_204526_cvrp_v4_rep2,cvrp_aco,version4,6,10,0.12876433927916708,2.2961156016185957,2.2955813194730315,1
20260723_204526_cvrp_v4_rep2,cvrp_aco,version4,7,10,0.16154622493360976,2.3001698037797382,2.299145043615337,0
20260723_204526_cvrp_v4_rep2,cvrp_aco,version4,8,10,0.15229214959083875,2.298610066688425,2.2979761737177844,0
20260723_204526_cvrp_v4_rep2,cvrp_aco,version4,9,9,0.14315761507919736,2.187551806139415,2.186134329423189,1
20260723_204526_cvrp_v4_rep2,cvrp_aco,version4,10,10,0.12059316465794408,2.3011195164676,2.3010998040280093,1
20260723_204526_cvrp_v4_rep2,cvrp_aco,version4,11,10,0.14924725275144882,2.2967046384000347,2.2964630492836466,0
20260723_204526_cvrp_v4_rep2,cvrp_aco,version4,12,8,0.11952851165332806,2.0737876796922348,2.0747498795923742,0
20260723_204526_cvrp_v4_rep2,cvrp_aco,version4,13,9,0.15408733503554203,2.191963260301687,2.191992264317048,0
20260723_204526_cvrp_v4_rep2,cvrp_aco,version4,14,10,0.09979878749336787,2.3007474831943466,2.3007341065918885,1
20260723_204526_cvrp_v4_rep2,cvrp_aco,version4,15,9,0.09985498835865582,2.1955456850676875,2.195548139017726,1
20260723_204526_cvrp_v4_rep2,cvrp_aco,version4,16,9,0.1297675317412571,2.1825272153914463,2.178240094615866,0
20260723_204526_cvrp_v4_rep2,cvrp_aco,version4,17,9,0.10281298086831873,2.190642951618154,2.1906156268433743,0
20260723_204526_cvrp_v4_rep2,cvrp_aco,version4,18,10,0.06967052344730772,2.2818861207576315,2.281659048079001,1
20260723_204526_cvrp_v4_rep2,cvrp_aco,version4,19,10,0.08177756034816379,2.2953170946796266,2.2962660652609808,0
20260723_204526_cvrp_v4_rep2,cvrp_aco,version4,20,10,0.055474065992469866,2.28185628222255,2.2816057667162135,0
